Fecha,trend
2010-05-15,17.03674771689498
2010-05-16,17.033590182648403
2010-05-17,17.02023401826484
2010-05-18,16.99307191780822
2010-05-19,16.98008675799087
2010-05-20,16.971648401826485
2010-05-21,16.95953881278539
2010-05-22,16.95975913242009
2010-05-23,16.956739726027397
2010-05-24,16.948378995433792
2010-05-25,16.945793378995432
2010-05-26,16.95335502283105
2010-05-27,16.94952511415525
2010-05-28,16.93227511415525
2010-05-29,16.91658904109589
2010-05-30,16.902801369863013
2010-05-31,16.881905251141553
2010-06-01,16.873062785388125
2010-06-02,16.86769520547945
2010-06-03,16.8516198630137
2010-06-04,16.833236301369862
2010-06-05,16.81547602739726
2010-06-06,16.81101598173516
2010-06-07,16.8236700913242
2010-06-08,16.836279680365298
2010-06-09,16.84991894977169
2010-06-10,16.866377853881282
2010-06-11,16.881488584474887
2010-06-12,16.893440639269407
2010-06-13,16.902848173515984
2010-06-14,16.91434703196347
2010-06-15,16.929478310502283
2010-06-16,16.940746575342466
2010-06-17,16.938581050228308
2010-06-18,16.914373287671232
2010-06-19,16.904761415525115
2010-06-20,16.919009132420094
2010-06-21,16.940836757990866
2010-06-22,16.963109589041096
2010-06-23,16.963418949771686
2010-06-24,16.954474885844746
2010-06-25,16.931601598173515
2010-06-26,16.922843607305936
2010-06-27,16.905429223744292
2010-06-28,16.89763127853881
2010-06-29,16.890803652968035
2010-06-30,16.868561643835616
2010-07-01,16.857953196347033
2010-07-02,16.858940639269406
2010-07-03,16.86470319634703
2010-07-04,16.87179109589041
2010-07-05,16.868486301369863
2010-07-06,16.86480821917808
2010-07-07,16.86524200913242
2010-07-08,16.887052511415526
2010-07-09,16.909343607305935
2010-07-10,16.932389269406393
2010-07-11,16.95034360730594
2010-07-12,16.96951598173516
2010-07-13,16.99723515981735
2010-07-14,17.006036529680365
2010-07-15,16.99978082191781
2010-07-16,16.98438698630137
2010-07-17,16.982804794520547
2010-07-18,16.977412100456622
2010-07-19,16.961649543378996
2010-07-20,16.957465753424657
2010-07-21,16.946966894977173
2010-07-22,16.934082191780824
2010-07-23,16.92926940639269
2010-07-24,16.912357305936077
2010-07-25,16.88950799086758
2010-07-26,16.879567351598176
2010-07-27,16.872694063926943
2010-07-28,16.865027397260278
2010-07-29,16.86328310502283
2010-07-30,16.86806278538813
2010-07-31,16.86479680365297
2010-08-01,16.851159817351597
2010-08-02,16.834081050228313
2010-08-03,16.822915525114155
2010-08-04,16.81957191780822
2010-08-05,16.81748287671233
2010-08-06,16.8103196347032
2010-08-07,16.796787671232877
2010-08-08,16.787664383561648
2010-08-09,16.786866438356164
2010-08-10,16.776197488584476
2010-08-11,16.768671232876713
2010-08-12,16.7755399543379
2010-08-13,16.7820399543379
2010-08-14,16.798761415525114
2010-08-15,16.810682648401826
2010-08-16,16.823631278538812
2010-08-17,16.837674657534247
2010-08-18,16.842060502283104
2010-08-19,16.84083675799087
2010-08-20,16.850945205479455
2010-08-21,16.856713470319633
2010-08-22,16.866946347031963
2010-08-23,16.881955479452053
2010-08-24,16.887865296803653
2010-08-25,16.888772831050225
2010-08-26,16.886574200913245
2010-08-27,16.885449771689498
2010-08-28,16.89504337899543
2010-08-29,16.894125570776254
2010-08-30,16.889736301369865
2010-08-31,16.88038470319635
2010-09-01,16.871723744292236
2010-09-02,16.85885388127854
2010-09-03,16.842175799086757
2010-09-04,16.83986301369863
2010-09-05,16.851713470319638
2010-09-06,16.86020091324201
2010-09-07,16.870841324200917
2010-09-08,16.882665525114156
2010-09-09,16.896457762557077
2010-09-10,16.906884703196347
2010-09-11,16.916326484018263
2010-09-12,16.926351598173518
2010-09-13,16.93047488584475
2010-09-14,16.935163242009132
2010-09-15,16.93638812785388
2010-09-16,16.937794520547946
2010-09-17,16.935223744292237
2010-09-18,16.931600456621005
2010-09-19,16.92612785388128
2010-09-20,16.924425799086762
2010-09-21,16.916739726027398
2010-09-22,16.90374885844749
2010-09-23,16.897742009132422
2010-09-24,16.90580479452055
2010-09-25,16.914326484018265
2010-09-26,16.914603881278538
2010-09-27,16.913022831050228
2010-09-28,16.917335616438358
2010-09-29,16.929924657534247
2010-09-30,16.943713470319636
2010-10-01,16.96314726027397
2010-10-02,16.97933219178082
2010-10-03,16.99099200913242
2010-10-04,17.00421575342466
2010-10-05,17.02158789954338
2010-10-06,17.039045662100456
2010-10-07,17.05069406392694
2010-10-08,17.07443493150685
2010-10-09,17.088899543378993
2010-10-10,17.099135844748858
2010-10-11,17.10117694063927
2010-10-12,17.107954337899542
2010-10-13,17.12698630136986
2010-10-14,17.15003196347032
2010-10-15,17.16250114155251
2010-10-16,17.171035388127855
2010-10-17,17.18270776255708
2010-10-18,17.19398744292237
2010-10-19,17.19702739726027
2010-10-20,17.195124429223743
2010-10-21,17.187553652968035
2010-10-22,17.172968036529678
2010-10-23,17.163006849315067
2010-10-24,17.155253424657534
2010-10-25,17.148287671232875
2010-10-26,17.136215753424658
2010-10-27,17.126293378995435
2010-10-28,17.117302511415524
2010-10-29,17.104795662100457
2010-10-30,17.093315068493148
2010-10-31,17.088551369863016
2010-11-01,17.08611187214612
2010-11-02,17.09671689497717
2010-11-03,17.11328424657534
2010-11-04,17.128052511415525
2010-11-05,17.14400913242009
2010-11-06,17.152003424657533
2010-11-07,17.16133904109589
2010-11-08,17.174990867579908
2010-11-09,17.195755707762558
2010-11-10,17.219800228310504
2010-11-11,17.24780251141552
2010-11-12,17.2780399543379
2010-11-13,17.30018493150685
2010-11-14,17.310380136986304
2010-11-15,17.325987442922376
2010-11-16,17.333052511415524
2010-11-17,17.32313698630137
2010-11-18,17.313455479452056
2010-11-19,17.30863698630137
2010-11-20,17.305787671232878
2010-11-21,17.30637214611872
2010-11-22,17.30460273972603
2010-11-23,17.313018264840185
2010-11-24,17.33119063926941
2010-11-25,17.343472602739727
2010-11-26,17.341430365296805
2010-11-27,17.3458299086758
2010-11-28,17.34681392694064
2010-11-29,17.333007990867582
2010-11-30,17.322004566210044
2010-12-01,17.297526255707762
2010-12-02,17.284585616438356
2010-12-03,17.267557077625572
2010-12-04,17.252005707762557
2010-12-05,17.235977168949773
2010-12-06,17.221292237442924
2010-12-07,17.205608447488586
2010-12-08,17.206434931506852
2010-12-09,17.21376369863014
2010-12-10,17.22316780821918
2010-12-11,17.238188356164386
2010-12-12,17.258326484018262
2010-12-13,17.273598173515985
2010-12-14,17.280897260273974
2010-12-15,17.297614155251143
2010-12-16,17.313704337899544
2010-12-17,17.324445205479456
2010-12-18,17.325437214611874
2010-12-19,17.332775114155254
2010-12-20,17.345447488584476
2010-12-21,17.365574200913244
2010-12-22,17.371987442922375
2010-12-23,17.366406392694063
2010-12-24,17.361194063926945
2010-12-25,17.3795799086758
2010-12-26,17.394742009132422
2010-12-27,17.408423515981735
2010-12-28,17.421215753424658
2010-12-29,17.421968036529677
2010-12-30,17.41792694063927
2010-12-31,17.420280821917807
2011-01-01,17.42551598173516
2011-01-02,17.41705479452055
2011-01-03,17.40575799086758
2011-01-04,17.397777397260274
2011-01-05,17.381929223744294
2011-01-06,17.357068493150685
2011-01-07,17.335745433789953
2011-01-08,17.32397488584475
2011-01-09,17.309890410958904
2011-01-10,17.297014840182648
2011-01-11,17.285711187214613
2011-01-12,17.276738584474884
2011-01-13,17.277392694063927
2011-01-14,17.28014611872146
2011-01-15,17.284473744292235
2011-01-16,17.275713470319634
2011-01-17,17.25955136986301
2011-01-18,17.24190867579909
2011-01-19,17.231533105022834
2011-01-20,17.2322100456621
2011-01-21,17.23382420091324
2011-01-22,17.231924657534247
2011-01-23,17.22475799086758
2011-01-24,17.219859589041096
2011-01-25,17.218835616438362
2011-01-26,17.214494292237447
2011-01-27,17.21237899543379
2011-01-28,17.212703196347032
2011-01-29,17.210498858447487
2011-01-30,17.205171232876715
2011-01-31,17.19705936073059
2011-02-01,17.180892694063928
2011-02-02,17.171156392694066
2011-02-03,17.169683789954338
2011-02-04,17.169070776255708
2011-02-05,17.15867465753425
2011-02-06,17.14770776255708
2011-02-07,17.141682648401826
2011-02-08,17.137537671232877
2011-02-09,17.130679223744295
2011-02-10,17.128059360730596
2011-02-11,17.11884589041096
2011-02-12,17.118461187214614
2011-02-13,17.126658675799085
2011-02-14,17.135971461187214
2011-02-15,17.151021689497718
2011-02-16,17.16497488584475
2011-02-17,17.170734018264838
2011-02-18,17.182187214611872
2011-02-19,17.189094748858448
2011-02-20,17.17605593607306
2011-02-21,17.159049086757992
2011-02-22,17.153883561643838
2011-02-23,17.14837785388128
2011-02-24,17.138013698630136
2011-02-25,17.116158675799085
2011-02-26,17.099566210045662
2011-02-27,17.089473744292235
2011-02-28,17.07802739726027
2011-03-01,17.06716780821918
2011-03-02,17.051625570776256
2011-03-03,17.04036415525114
2011-03-04,17.026139269406393
2011-03-05,17.01280365296804
2011-03-06,16.995519406392695
2011-03-07,16.97840182648402
2011-03-08,16.972383561643838
2011-03-09,16.984883561643837
2011-03-10,16.999187214611872
2011-03-11,17.01122260273973
2011-03-12,17.03484132420092
2011-03-13,17.045294520547948
2011-03-14,17.054087899543383
2011-03-15,17.049827625570778
2011-03-16,17.046423515981736
2011-03-17,17.043785388127855
2011-03-18,17.05726598173516
2011-03-19,17.070304794520545
2011-03-20,17.077495433789956
2011-03-21,17.072924657534248
2011-03-22,17.076188356164383
2011-03-23,17.08012785388128
2011-03-24,17.084917808219178
2011-03-25,17.090812785388128
2011-03-26,17.084970319634703
2011-03-27,17.087598173515982
2011-03-28,17.095526255707764
2011-03-29,17.1095799086758
2011-03-30,17.119303652968036
2011-03-31,17.126818493150687
2011-04-01,17.134885844748858
2011-04-02,17.143287671232876
2011-04-03,17.149591324200912
2011-04-04,17.162767123287672
2011-04-05,17.174998858447488
2011-04-06,17.19025228310502
2011-04-07,17.205884703196347
2011-04-08,17.21677511415525
2011-04-09,17.209762557077624
2011-04-10,17.212915525114155
2011-04-11,17.227891552511416
2011-04-12,17.244878995433794
2011-04-13,17.25686872146119
2011-04-14,17.26969520547945
2011-04-15,17.280732876712328
2011-04-16,17.289573059360734
2011-04-17,17.299319634703195
2011-04-18,17.312656392694066
2011-04-19,17.326373287671235
2011-04-20,17.344083333333337
2011-04-21,17.355569634703198
2011-04-22,17.361754566210045
2011-04-23,17.372568493150688
2011-04-24,17.376648401826486
2011-04-25,17.376033105022834
2011-04-26,17.36545662100457
2011-04-27,17.37013470319635
2011-04-28,17.376906392694064
2011-04-29,17.37939611872146
2011-04-30,17.381877853881278
2011-05-01,17.38863584474886
2011-05-02,17.394995433789955
2011-05-03,17.399050228310504
2011-05-04,17.4079497716895
2011-05-05,17.409069634703197
2011-05-06,17.39892808219178
2011-05-07,17.392826484018265
2011-05-08,17.385912100456622
2011-05-09,17.38303196347032
2011-05-10,17.38411073059361
2011-05-11,17.380778538812784
2011-05-12,17.385913242009135
2011-05-13,17.3984600456621
2011-05-14,17.40948515981735
2011-05-15,17.419873287671233
2011-05-16,17.42088470319635
2011-05-17,17.42530593607306
2011-05-18,17.43158675799087
2011-05-19,17.430140410958906
2011-05-20,17.43244063926941
2011-05-21,17.44182077625571
2011-05-22,17.44000456621005
2011-05-23,17.446857305936074
2011-05-24,17.45069178082192
2011-05-25,17.457351598173517
2011-05-26,17.469729452054796
2011-05-27,17.47796803652968
2011-05-28,17.48902397260274
2011-05-29,17.499171232876712
2011-05-30,17.510180365296804
2011-05-31,17.525150684931507
2011-06-01,17.535269406392697
2011-06-02,17.54022488584475
2011-06-03,17.55143264840183
2011-06-04,17.55966666666667
2011-06-05,17.571894977168952
2011-06-06,17.58423744292238
2011-06-07,17.572543378995434
2011-06-08,17.547383561643834
2011-06-09,17.52323858447489
2011-06-10,17.501527397260276
2011-06-11,17.480536529680368
2011-06-12,17.47291666666667
2011-06-13,17.47753767123288
2011-06-14,17.482276255707767
2011-06-15,17.492350456621004
2011-06-16,17.503240867579912
2011-06-17,17.534133561643834
2011-06-18,17.555527397260278
2011-06-19,17.561688356164385
2011-06-20,17.548913242009135
2011-06-21,17.538503424657534
2011-06-22,17.526114155251143
2011-06-23,17.512410958904113
2011-06-24,17.503874429223746
2011-06-25,17.50759360730594
2011-06-26,17.512110730593612
2011-06-27,17.520686073059363
2011-06-28,17.526697488584478
2011-06-29,17.519026255707765
2011-06-30,17.51144178082192
2011-07-01,17.49886073059361
2011-07-02,17.485761415525115
2011-07-03,17.47570091324201
2011-07-04,17.477342465753427
2011-07-05,17.47691095890411
2011-07-06,17.471081050228314
2011-07-07,17.458519406392696
2011-07-08,17.432439497716896
2011-07-09,17.413260273972604
2011-07-10,17.396257990867582
2011-07-11,17.3819394977169
2011-07-12,17.377043378995438
2011-07-13,17.358463470319638
2011-07-14,17.34867579908676
2011-07-15,17.34780593607306
2011-07-16,17.35332191780822
2011-07-17,17.353955479452054
2011-07-18,17.35277397260274
2011-07-19,17.35204566210046
2011-07-20,17.345480593607306
2011-07-21,17.340842465753425
2011-07-22,17.340803652968034
2011-07-23,17.34639611872146
2011-07-24,17.359140410958904
2011-07-25,17.372855022831054
2011-07-26,17.37999429223744
2011-07-27,17.385915525114157
2011-07-28,17.399220319634704
2011-07-29,17.408881278538814
2011-07-30,17.411085616438356
2011-07-31,17.408255707762557
2011-08-01,17.40920776255708
2011-08-02,17.420055936073062
2011-08-03,17.43785502283105
2011-08-04,17.442039954337897
2011-08-05,17.43595205479452
2011-08-06,17.42620890410959
2011-08-07,17.427431506849317
2011-08-08,17.43855479452055
2011-08-09,17.44493607305936
2011-08-10,17.43461415525114
2011-08-11,17.417264840182646
2011-08-12,17.403598173515984
2011-08-13,17.389239726027398
2011-08-14,17.367829908675798
2011-08-15,17.35460616438356
2011-08-16,17.35375913242009
2011-08-17,17.348405251141553
2011-08-18,17.34470662100457
2011-08-19,17.340423515981737
2011-08-20,17.331908675799088
2011-08-21,17.324081050228315
2011-08-22,17.311050228310506
2011-08-23,17.292996575342464
2011-08-24,17.271278538812787
2011-08-25,17.256841324200913
2011-08-26,17.244759132420093
2011-08-27,17.235844748858447
2011-08-28,17.23220091324201
2011-08-29,17.232842465753425
2011-08-30,17.242010273972603
2011-08-31,17.257470319634706
2011-09-01,17.268404109589042
2011-09-02,17.28236872146119
2011-09-03,17.2988299086758
2011-09-04,17.313182648401828
2011-09-05,17.31575
2011-09-06,17.31084589041096
2011-09-07,17.302212328767123
2011-09-08,17.300448630136987
2011-09-09,17.30399885844749
2011-09-10,17.307889269406395
2011-09-11,17.313899543378994
2011-09-12,17.324721461187217
2011-09-13,17.338
2011-09-14,17.352151826484018
2011-09-15,17.36446803652968
2011-09-16,17.369537671232877
2011-09-17,17.36618721461187
2011-09-18,17.35652511415525
2011-09-19,17.3442602739726
2011-09-20,17.333987442922375
2011-09-21,17.324075342465754
2011-09-22,17.325081050228313
2011-09-23,17.330166666666667
2011-09-24,17.33641324200913
2011-09-25,17.34007648401826
2011-09-26,17.352592465753425
2011-09-27,17.36256164383562
2011-09-28,17.367691780821918
2011-09-29,17.369840182648403
2011-09-30,17.369191780821918
2011-10-01,17.36195890410959
2011-10-02,17.357399543378996
2011-10-03,17.352545662100457
2011-10-04,17.34398287671233
2011-10-05,17.324817351598174
2011-10-06,17.301937214611872
2011-10-07,17.26634703196347
2011-10-08,17.23388812785388
2011-10-09,17.214271689497714
2011-10-10,17.205124429223744
2011-10-11,17.197949771689498
2011-10-12,17.18463926940639
2011-10-13,17.171928082191783
2011-10-14,17.151431506849313
2011-10-15,17.131583333333335
2011-10-16,17.109368721461188
2011-10-17,17.08963698630137
2011-10-18,17.08324885844749
2011-10-19,17.07177283105023
2011-10-20,17.065428082191783
2011-10-21,17.068658675799085
2011-10-22,17.07750913242009
2011-10-23,17.077602739726025
2011-10-24,17.07594406392694
2011-10-25,17.06817922374429
2011-10-26,17.05930936073059
2011-10-27,17.04016894977169
2011-10-28,17.020304794520545
2011-10-29,17.001390410958905
2011-10-30,16.988020547945204
2011-10-31,16.974874429223743
2011-11-01,16.958171232876712
2011-11-02,16.94262100456621
2011-11-03,16.931125570776253
2011-11-04,16.91913470319635
2011-11-05,16.903891552511418
2011-11-06,16.897577625570776
2011-11-07,16.891729452054793
2011-11-08,16.891773972602742
2011-11-09,16.887595890410957
2011-11-10,16.89101369863014
2011-11-11,16.893721461187216
2011-11-12,16.90154908675799
2011-11-13,16.916350456621004
2011-11-14,16.935275114155253
2011-11-15,16.94137671232877
2011-11-16,16.948995433789953
2011-11-17,16.97158789954338
2011-11-18,16.98240525114155
2011-11-19,16.974011415525112
2011-11-20,16.949458904109587
2011-11-21,16.9299600456621
2011-11-22,16.918759132420092
2011-11-23,16.911640410958903
2011-11-24,16.90994520547945
2011-11-25,16.90982534246575
2011-11-26,16.90347602739726
2011-11-27,16.901211187214614
2011-11-28,16.904035388127856
2011-11-29,16.91346575342466
2011-11-30,16.927256849315068
2011-12-01,16.950712328767125
2011-12-02,16.97037214611872
2011-12-03,16.975554794520548
2011-12-04,16.979577625570776
2011-12-05,16.989550228310502
2011-12-06,17.010286529680364
2011-12-07,17.026383561643836
2011-12-08,17.034173515981735
2011-12-09,17.039215753424656
2011-12-10,17.042469178082193
2011-12-11,17.04582191780822
2011-12-12,17.034445205479454
2011-12-13,17.02244063926941
2011-12-14,17.015930365296807
2011-12-15,17.009972602739726
2011-12-16,17.011106164383563
2011-12-17,17.011856164383563
2011-12-18,17.018342465753427
2011-12-19,17.01414497716895
2011-12-20,17.00437100456621
2011-12-21,16.98980707762557
2011-12-22,16.98211415525114
2011-12-23,16.981674657534246
2011-12-24,16.98308675799087
2011-12-25,16.98205593607306
2011-12-26,16.983505707762557
2011-12-27,16.98494406392694
2011-12-28,16.996033105022832
2011-12-29,17.00202625570776
2011-12-30,16.991139269406393
2011-12-31,16.974111872146118
2012-01-01,16.958777397260274
2012-01-02,16.961397260273973
2012-01-03,16.969930365296804
2012-01-04,16.965138127853884
2012-01-05,16.958856164383562
2012-01-06,16.964068493150684
2012-01-07,16.966571917808217
2012-01-08,16.964360730593608
2012-01-09,16.966093607305936
2012-01-10,16.958936073059363
2012-01-11,16.958349315068496
2012-01-12,16.965705479452055
2012-01-13,16.975526255707763
2012-01-14,16.974172374429223
2012-01-15,16.967130136986302
2012-01-16,16.976430365296807
2012-01-17,16.995462328767125
2012-01-18,17.014170091324203
2012-01-19,17.03228767123288
2012-01-20,17.038060502283106
2012-01-21,17.045897260273975
2012-01-22,17.054711187214615
2012-01-23,17.064979452054793
2012-01-24,17.07234474885845
2012-01-25,17.07488584474886
2012-01-26,17.074708904109592
2012-01-27,17.064060502283105
2012-01-28,17.052389269406394
2012-01-29,17.048697488584473
2012-01-30,17.04800114155251
2012-01-31,17.053069634703196
2012-02-01,17.065138127853878
2012-02-02,17.070732876712327
2012-02-03,17.070639269406392
2012-02-04,17.069768264840185
2012-02-05,17.065939497716894
2012-02-06,17.057897260273972
2012-02-07,17.055171232876713
2012-02-08,17.05950799086758
2012-02-09,17.064909817351598
2012-02-10,17.074795662100456
2012-02-11,17.091340182648402
2012-02-12,17.09042579908676
2012-02-13,17.08462557077626
2012-02-14,17.07773515981735
2012-02-15,17.051517123287674
2012-02-16,17.042506849315068
2012-02-17,17.044801369863016
2012-02-18,17.04242694063927
2012-02-19,17.040985159817353
2012-02-20,17.057244292237446
2012-02-21,17.078648401826484
2012-02-22,17.09454452054795
2012-02-23,17.103555936073064
2012-02-24,17.100762557077626
2012-02-25,17.11031164383562
2012-02-26,17.11991894977169
2012-02-27,17.123525114155253
2012-02-28,17.128349315068498
2012-02-29,17.13499771689498
2012-03-01,17.147067351598174
2012-03-02,17.156871004566213
2012-03-03,17.167859589041097
2012-03-04,17.170809360730594
2012-03-05,17.175413242009135
2012-03-06,17.182585616438356
2012-03-07,17.186182648401825
2012-03-08,17.190228310502285
2012-03-09,17.193915525114157
2012-03-10,17.193789954337902
2012-03-11,17.19324885844749
2012-03-12,17.197069634703197
2012-03-13,17.199261415525115
2012-03-14,17.202623287671233
2012-03-15,17.195626712328767
2012-03-16,17.185087899543383
2012-03-17,17.181511415525115
2012-03-18,17.179007990867582
2012-03-19,17.182349315068493
2012-03-20,17.19969292237443
2012-03-21,17.211913242009132
2012-03-22,17.22175
2012-03-23,17.224052511415525
2012-03-24,17.230432648401827
2012-03-25,17.232914383561642
2012-03-26,17.229062785388127
2012-03-27,17.216586757990868
2012-03-28,17.19711643835617
2012-03-29,17.17304223744292
2012-03-30,17.152334474885848
2012-03-31,17.13802168949772
2012-04-01,17.121214611872148
2012-04-02,17.10868607305936
2012-04-03,17.100219178082195
2012-04-04,17.09185502283105
2012-04-05,17.084098173515983
2012-04-06,17.07541095890411
2012-04-07,17.070386986301372
2012-04-08,17.079245433789957
2012-04-09,17.092966894977167
2012-04-10,17.103477168949773
2012-04-11,17.10980707762557
2012-04-12,17.10403082191781
2012-04-13,17.094394977168953
2012-04-14,17.082689497716895
2012-04-15,17.073139269406393
2012-04-16,17.060369863013698
2012-04-17,17.049293378995436
2012-04-18,17.045781963470322
2012-04-19,17.03259360730594
2012-04-20,17.01910273972603
2012-04-21,17.013773972602742
2012-04-22,17.00888584474886
2012-04-23,17.00824885844749
2012-04-24,17.01323059360731
2012-04-25,17.021049086757994
2012-04-26,17.027237442922377
2012-04-27,17.02966780821918
2012-04-28,17.034666666666666
2012-04-29,17.02425228310502
2012-04-30,17.006634703196347
2012-05-01,16.988555936073062
2012-05-02,16.972875570776257
2012-05-03,16.966631278538813
2012-05-04,16.97071689497717
2012-05-05,16.976875570776258
2012-05-06,16.98139155251142
2012-05-07,16.978292237442922
2012-05-08,16.973044520547948
2012-05-09,16.96243378995434
2012-05-10,16.965543378995434
2012-05-11,16.966163242009134
2012-05-12,16.955106164383565
2012-05-13,16.939148401826486
2012-05-14,16.916718036529684
2012-05-15,16.903781963470323
2012-05-16,16.90729452054795
2012-05-17,16.919825342465757
2012-05-18,16.933069634703198
2012-05-19,16.94055707762557
2012-05-20,16.943869863013703
2012-05-21,16.94426141552512
2012-05-22,16.93734474885845
2012-05-23,16.938994292237446
2012-05-24,16.939593607305937
2012-05-25,16.931638127853883
2012-05-26,16.936293378995437
2012-05-27,16.950204337899546
2012-05-28,16.960897260273974
2012-05-29,16.958412100456624
2012-05-30,16.95022488584475
2012-05-31,16.954297945205482
2012-06-01,16.947272831050228
2012-06-02,16.9314897260274
2012-06-03,16.92120890410959
2012-06-04,16.916244292237444
2012-06-05,16.913917808219182
2012-06-06,16.908654109589044
2012-06-07,16.909713470319637
2012-06-08,16.918808219178086
2012-06-09,16.92735502283105
2012-06-10,16.922422374429228
2012-06-11,16.911805936073062
2012-06-12,16.89549885844749
2012-06-13,16.876445205479456
2012-06-14,16.85646575342466
2012-06-15,16.864527397260275
2012-06-16,16.866681506849318
2012-06-17,16.879541095890414
2012-06-18,16.897414383561646
2012-06-19,16.914291095890412
2012-06-20,16.932795662100457
2012-06-21,16.951240867579912
2012-06-22,16.971356164383565
2012-06-23,16.993593607305936
2012-06-24,17.00306392694064
2012-06-25,17.011634703196346
2012-06-26,17.025414383561646
2012-06-27,17.0351095890411
2012-06-28,17.03331735159817
2012-06-29,17.0333299086758
2012-06-30,17.034577625570776
2012-07-01,17.035697488584475
2012-07-02,17.031367579908675
2012-07-03,17.01804794520548
2012-07-04,17.013389269406396
2012-07-05,17.01463698630137
2012-07-06,17.0121700913242
2012-07-07,17.008969178082193
2012-07-08,17.001162100456625
2012-07-09,17.000255707762555
2012-07-10,17.006897260273973
2012-07-11,17.007658675799085
2012-07-12,17.021480593607308
2012-07-13,17.03544178082192
2012-07-14,17.047197488584477
2012-07-15,17.048446347031962
2012-07-16,17.048498858447488
2012-07-17,17.05454109589041
2012-07-18,17.064595890410956
2012-07-19,17.082310502283104
2012-07-20,17.10267123287671
2012-07-21,17.1138401826484
2012-07-22,17.11554223744292
2012-07-23,17.119777397260272
2012-07-24,17.119383561643836
2012-07-25,17.117455479452055
2012-07-26,17.12911187214612
2012-07-27,17.13094292237443
2012-07-28,17.146825342465753
2012-07-29,17.152656392694063
2012-07-30,17.16133447488584
2012-07-31,17.164102739726026
2012-08-01,17.165019406392695
2012-08-02,17.15982191780822
2012-08-03,17.173642694063926
2012-08-04,17.19392123287671
2012-08-05,17.204882420091323
2012-08-06,17.204288812785386
2012-08-07,17.1968801369863
2012-08-08,17.1947602739726
2012-08-09,17.20451598173516
2012-08-10,17.22391894977169
2012-08-11,17.23325684931507
2012-08-12,17.24157191780822
2012-08-13,17.258090182648402
2012-08-14,17.273191780821918
2012-08-15,17.290839041095886
2012-08-16,17.30053538812785
2012-08-17,17.308385844748855
2012-08-18,17.30926598173516
2012-08-19,17.31755136986301
2012-08-20,17.327714611872146
2012-08-21,17.338563926940637
2012-08-22,17.350621004566207
2012-08-23,17.359349315068492
2012-08-24,17.367938356164384
2012-08-25,17.368135844748856
2012-08-26,17.356882420091324
2012-08-27,17.33569520547945
2012-08-28,17.315449771689494
2012-08-29,17.29576369863014
2012-08-30,17.277611872146117
2012-08-31,17.271276255707765
2012-09-01,17.26342123287671
2012-09-02,17.26077397260274
2012-09-03,17.251190639269403
2012-09-04,17.251745433789957
2012-09-05,17.26112899543379
2012-09-06,17.27829680365297
2012-09-07,17.281785388127854
2012-09-08,17.281003424657534
2012-09-09,17.276179223744293
2012-09-10,17.271712328767123
2012-09-11,17.261864155251143
2012-09-12,17.241613013698633
2012-09-13,17.218986301369863
2012-09-14,17.200253424657532
2012-09-15,17.184543378995436
2012-09-16,17.17737899543379
2012-09-17,17.175135844748862
2012-09-18,17.170119863013703
2012-09-19,17.17343493150685
2012-09-20,17.180498858447493
2012-09-21,17.182848173515985
2012-09-22,17.169321917808222
2012-09-23,17.15496803652968
2012-09-24,17.1443299086758
2012-09-25,17.135103881278543
2012-09-26,17.127365296803653
2012-09-27,17.119278538812786
2012-09-28,17.11319292237443
2012-09-29,17.109632420091323
2012-09-30,17.098674657534247
2012-10-01,17.091460045662103
2012-10-02,17.0868002283105
2012-10-03,17.07996575342466
2012-10-04,17.07613584474886
2012-10-05,17.073810502283106
2012-10-06,17.07742922374429
2012-10-07,17.080527397260276
2012-10-08,17.08017123287671
2012-10-09,17.069066210045662
2012-10-10,17.068575342465756
2012-10-11,17.070847031963474
2012-10-12,17.06620091324201
2012-10-13,17.069527397260273
2012-10-14,17.083855022831052
2012-10-15,17.105192922374428
2012-10-16,17.12609474885845
2012-10-17,17.14048630136986
2012-10-18,17.161613013698634
2012-10-19,17.175804794520552
2012-10-20,17.173485159817353
2012-10-21,17.17307077625571
2012-10-22,17.179960045662103
2012-10-23,17.185342465753426
2012-10-24,17.190164383561648
2012-10-25,17.20023858447489
2012-10-26,17.218276255707764
2012-10-27,17.22401484018265
2012-10-28,17.222066210045664
2012-10-29,17.220495433789957
2012-10-30,17.21688584474886
2012-10-31,17.220486301369863
2012-11-01,17.221736301369866
2012-11-02,17.226905251141556
2012-11-03,17.235552511415527
2012-11-04,17.24704452054795
2012-11-05,17.257985159817352
2012-11-06,17.272777397260278
2012-11-07,17.274363013698633
2012-11-08,17.27135730593607
2012-11-09,17.260575342465753
2012-11-10,17.24760388127854
2012-11-11,17.228670091324204
2012-11-12,17.21384474885845
2012-11-13,17.201616438356165
2012-11-14,17.1774200913242
2012-11-15,17.149413242009132
2012-11-16,17.108367579908673
2012-11-17,17.081835616438358
2012-11-18,17.07017123287671
2012-11-19,17.070942922374428
2012-11-20,17.065801369863014
2012-11-21,17.060761415525114
2012-11-22,17.051406392694062
2012-11-23,17.03823173515982
2012-11-24,17.029165525114156
2012-11-25,17.031844748858447
2012-11-26,17.01927397260274
2012-11-27,17.00132305936073
2012-11-28,16.98496689497717
2012-11-29,16.9615502283105
2012-11-30,16.939730593607305
2012-12-01,16.914712328767123
2012-12-02,16.908126712328766
